s_1@TE0_1@TE0_re,s_1@TE0_1@TE0_im,s_2@TE0_1@TE0_re,s_2@TE0_1@TE0_im,s_3@TE0_1@TE0_re,s_3@TE0_1@TE0_im,s_1@TE0_2@TE0_re,s_1@TE0_2@TE0_im,s_2@TE0_2@TE0_re,s_2@TE0_2@TE0_im,s_3@TE0_2@TE0_re,s_3@TE0_2@TE0_im,s_1@TE0_3@TE0_re,s_1@TE0_3@TE0_im,s_2@TE0_3@TE0_re,s_2@TE0_3@TE0_im,s_3@TE0_3@TE0_re,s_3@TE0_3@TE0_im,wavelength
0.0007807269975002357,0.0031523608402214587,-0.2409937932548268,-0.6534226359841182,-0.24099379325735837,-0.6534226359797176,-0.2409937932548268,-0.6534226359841182,0.0002661400203907659,-8.087262444589858e-05,0.0002661400203907659,-8.087262444589858e-05,-0.24099379325735837,-0.6534226359797176,0.0002661400203907659,-8.087262444589858e-05,0.0002661400203907659,-8.087262444589858e-05,0.7343043043043043
0.0008860365949472359,0.003097951321902327,-0.2505990215752698,-0.6497784901569721,-0.2505990215777096,-0.6497784901524658,-0.2505990215752698,-0.6497784901569721,0.0002620434385028805,-8.718306469074923e-05,0.0002620434385028805,-8.718306469074923e-05,-0.2505990215777096,-0.6497784901524658,0.0002620434385028805,-8.718306469074923e-05,0.0002620434385028805,-8.718306469074923e-05,0.7344044044044044
0.000988522200374826,0.0030403335268388808,-0.2601456672305539,-0.6459946531338603,-0.26014566723292676,-0.6459946531293286,-0.2601456672305539,-0.6459946531338603,0.00025781372436730823,-9.334153395407959e-05,0.00025781372436730823,-9.334153395407959e-05,-0.26014566723292676,-0.6459946531293286,0.00025781372436730823,-9.334153395407959e-05,0.00025781372436730823,-9.334153395407959e-05,0.7345045045045044
0.0010880987243172136,0.0029796336617590544,-0.2696317352881046,-0.6420721284842467,-0.2696317352904092,-0.6420721284797285,-0.2696317352881046,-0.6420721284842467,0.0002534557445412248,-9.934568831470626e-05,0.0002534557445412248,-9.934568831470626e-05,-0.2696317352904092,-0.6420721284797285,0.0002534557445412248,-9.934568831470626e-05,0.0002534557445412248,-9.934568831470626e-05,0.7346046046046046
0.0011846861447795851,0.002915979649193866,-0.27905524913124036,-0.6380119469442282,-0.2790552491339017,-0.6380119469395598,-0.27905524913124036,-0.6380119469442282,0.0002489743916147676,-0.00010519332657596275,0.0002489743916147676,-0.00010519332657596275,-0.2790552491339017,-0.6380119469395598,0.0002489743916147676,-0.00010519332657596275,0.0002489743916147676,-0.00010519332657596275,0.7347047047047047
0.0012782095178262955,0.0028495009429093535,-0.2884142511282707,-0.6338151662188269,-0.28841425113045804,-0.6338151662142545,-0.2884142511282707,-0.6338151662188269,0.00024437458025173235,-0.00011088238976462975,0.00024437458025173235,-0.00011088238976462975,-0.28841425113045804,-0.6338151662142545,0.00024437458025173235,-0.00011088238976462975,0.00024437458025173235,-0.00011088238976462975,0.7348048048048048
0.0013685989798013398,0.002780328343871345,-0.29770680277165856,-0.6294828705118396,-0.29770680277375866,-0.6294828705072498,-0.29770680277165856,-0.6294828705118396,0.00023966124327072676,-0.00011641096083523863,0.00023966124327072676,-0.00011641096083523863,-0.29770680277375866,-0.6294828705072498,0.00023966124327072676,-0.00011641096083523863,0.00023966124327072676,-0.00011641096083523863,0.7349049049049049
0.0014557897443994554,0.0027085938181523194,-0.30693098501804883,-0.6250161701624029,-0.30693098502008553,-0.625016170157779,-0.30693098501804883,-0.6250161701624029,0.00023483932773069762,-0.00012177726394802702,0.00023483932773069762,-0.00012177726394802702,-0.30693098502008553,-0.625016170157779,0.00023483932773069762,-0.00012177726394802702,0.00023483932773069762,-0.00012177726394802702,0.735005005005005
0.0015397220936757888,0.0026344303167115616,-0.316084898583734,-0.6204162012636666,-0.3160848985863957,-0.620416201258853,-0.316084898583734,-0.6204162012636666,0.0002299137911482671,-0.00012697966382195906,0.0002299137911482671,-0.00012697966382195906,-0.3160848985863957,-0.620416201258853,0.0002299137911482671,-0.00012697966382195906,0.0002299137911482671,-0.00012697966382195906,0.7351051051051051
0.0016203413632204058,0.002557971597144989,-0.32516666423557006,-0.6156841252789937,-0.3251666642374679,-0.615684125274336,-0.32516666423557006,-0.6156841252789937,0.00022488959768506242,-0.00013201666499717114,0.00022488959768506242,-0.00013201666499717114,-0.3251666642374679,-0.615684125274336,0.00022488959768506242,-0.00013201666499717114,0.00022488959768506242,-0.00013201666499717114,0.7352052052052052
