s_1@TE0_1@TE0_re,s_1@TE0_1@TE0_im,s_2@TE0_1@TE0_re,s_2@TE0_1@TE0_im,s_3@TE0_1@TE0_re,s_3@TE0_1@TE0_im,s_1@TE0_2@TE0_re,s_1@TE0_2@TE0_im,s_2@TE0_2@TE0_re,s_2@TE0_2@TE0_im,s_3@TE0_2@TE0_re,s_3@TE0_2@TE0_im,s_1@TE0_3@TE0_re,s_1@TE0_3@TE0_im,s_2@TE0_3@TE0_re,s_2@TE0_3@TE0_im,s_3@TE0_3@TE0_re,s_3@TE0_3@TE0_im,wavelength_μm
-0.000133114763994,-0.0023571982784407,0.4989068460487818,0.4779174559715408,0.4988979768069835,0.4779215894089487,0.4969636748171729,0.4773040673822846,0.0237001265440459,-0.0394932674456408,-0.0225240512176475,0.0370390312082191,0.4969636748171729,0.4773040673822846,-0.0225240512176475,0.0370390312082191,0.0237001265440459,-0.0394932674456408,0.5917
-0.0011732367074916,-0.0027993258496616,0.6281376396832143,0.2877823471868056,0.6281306556222561,0.287789169632405,0.6260831120175754,0.2878304875394009,0.0065298526551737,-0.0461330724320717,-0.0064744753315732,0.04288653101034,0.6260831120175754,0.2878304875394009,-0.0064744753315732,0.04288653101034,0.0065298526551737,-0.0461330724320717,0.5918
-0.0023084377620272,-0.0028005348875827,0.6878232129977344,0.065835492082603,0.6878188907653755,0.0658442220991565,0.6858770415605514,0.0665583297812315,-0.0118677744697782,-0.0456434925052117,0.0105967828569923,0.0420809727209615,0.6858770415605514,0.0665583297812315,0.0105967828569923,0.0420809727209615,-0.0118677744697782,-0.0456434925052117,0.5919
-0.0033603109772947,-0.0023580637647557,0.6714239672572071,-0.163346229776693,0.6714227792784371,-0.1633365832437779,0.6698076013938358,-0.1620087506708383,-0.028654878898263,-0.0381048770129133,0.0260388289416632,0.0347397776966649,0.6698076013938358,-0.1620087506708383,0.0260388289416632,0.0347397776966649,-0.028654878898263,-0.0381048770129133,0.592
-0.0041634121784917,-0.0015383817564353,0.580820861032677,-0.3744253617583368,0.58082292480031,-0.3744158864298797,0.5797309526684021,-0.3726093690808815,-0.0412439527116908,-0.0246807958792965,0.0374496112446502,0.0219975981878423,0.5797309526684021,-0.3726093690808815,0.0374496112446502,0.0219975981878423,-0.0412439527116908,-0.0246807958792965,0.5921
-0.0045909686209726,-0.0004666729740468,0.4260881177895886,-0.5441045475673024,0.42609318544643,-0.5440963051157327,0.4256668401374662,-0.5420131538880236,-0.0476932172732764,-0.0074389873372282,0.043051848303612,0.0058322185688758,0.4256668401374662,-0.5420131538880236,0.043051848303612,0.0058322185688758,-0.0476932172732764,-0.0074389873372282,0.5922
-0.004574464227348,0.0006927542489925,0.2243622008030265,-0.653693381900162,0.2243696897068447,-0.6536872893127946,0.2246714153389102,-0.6515735447658195,-0.0470038440956381,0.0109648277634259,0.041972684483613,-0.0112431101699547,0.2246714153389102,-0.6515735447658195,0.041972684483613,-0.0112431101699547,-0.0470038440956381,0.0109648277634259,0.5922999999999999
-0.0041140991467438,0.0017620362617454,-0.0020646778282275,-0.6911592516849776,-0.0020556174407547,-0.6911559799023258,-0.0010576092591227,-0.689267220252349,-0.039274285428223,0.0276930554050783,0.0343816388621144,-0.0265730626812871,-0.0010576092591227,-0.689267220252349,0.0343816388621144,-0.0265730626812871,-0.039274285428223,0.0276930554050783,0.5923999999999999
-0.0032785594429463,0.0025773013334375,-0.2282134538763513,-0.652438177521643,-0.2282038420832511,-0.6524380784321401,-0.2266329028170295,-0.6510007158041036,-0.0256877487479073,0.0401614986964062,0.021463868272416,-0.0377768688411052,-0.2266329028170295,-0.6510007158041036,0.021463868272416,-0.0377768688411052,-0.0256877487479073,0.0401614986964062,0.5924999999999999
-0.0021942003199733,0.0030139194586145,-0.4291755653807161,-0.5418641306460306,-0.4291664776986092,-0.5418672002273774,-0.4272176180556075,-0.5410448935663715,-0.0083334083932475,0.046437975963381,0.0052325714240584,-0.0431212972664674,-0.4272176180556075,-0.5410448935663715,0.0052325714240584,-0.0431212972664674,-0.0083334083932475,0.046437975963381,0.5926
-0.0010253830428517,0.0030055673088307,-0.582854329921891,-0.3716728524256489,-0.5828467772768283,-0.3716787337249431,-0.580754684267698,-0.3715519171152334,0.0101129672965396,0.045542936390883,-0.0117891399618832,-0.04179004342779,-0.580754684267698,-0.3715519171152334,-0.0117891399618832,-0.04179004342779,0.0101129672965396,0.045542936390883,0.5927
5.094106706508283e-05,0.002554206766075,-0.6723889744565683,-0.1606380890497313,-0.6723837913282107,-0.1606461142635578,-0.6703874174136257,-0.1612081696482181,0.0268012684141653,0.0376045436729766,-0.026965144888462,-0.0340067740721993,-0.6703874174136257,-0.1612081696482181,-0.026965144888462,-0.0340067740721993,0.0268012684141653,0.0376045436729766,0.5928
0.0008724427360798,0.0017295007378578,-0.6879960575085747,0.0680067870487161,-0.6879938105088059,0.0679975204271871,-0.6863061503382772,0.0668294983092955,0.0391490205757393,0.0238423577777552,-0.0379577422394955,-0.0209934923109935,-0.6863061503382772,0.0668294983092955,-0.0379577422394955,-0.0209934923109935,0.0391490205757393,0.0238423577777552,0.5929
0.0013162210376805,0.0006578303534653,-0.6280280820657553,0.2891309408490323,-0.6280290088267095,0.2891214685193269,-0.6268172645668223,0.2874875007234853,0.0452439415006972,0.0063803109923434,-0.043087965842813,-0.0047730587666286,-0.6268172645668223,0.2874875007234853,-0.043087965842813,-0.0047730587666286,0.0452439415006972,0.0063803109923434,0.593
0.0013174071664345,-0.0004973221014229,-0.4991358566476663,0.4784690103492314,-0.4991398414845505,0.4784603857230197,-0.498516217542384,0.4765371010009587,0.0441429914965164,-0.0120829595053092,-0.0415888451621662,0.0121502854235486,-0.498516217542384,0.4765371010009587,-0.0415888451621662,0.0121502854235486,0.0441429914965164,-0.0120829595053092,0.5931
0.0008787555421646,-0.0015605466255621,-0.3155200060624722,0.6152809221860754,-0.3155265947790966,0.6152740997366497,-0.3155460076189181,0.6132575090704534,0.0360196785637008,-0.0286948640865471,-0.0337143174029208,0.0271800326728831,-0.3155460076189181,0.6132575090704534,-0.0337143174029208,0.0271800326728831,0.0360196785637008,-0.0286948640865471,0.5932
6.982200323089953e-05,-0.0023713304154948,-0.0973570356666745,0.6846172905829246,-0.097365487583498,0.6846130208521937,-0.09802541779091,0.6827050647935506,0.0221356743734383,-0.040893829440397,-0.0206903671543008,0.0380246308499824,-0.09802541779091,0.6827050647935506,-0.0206903671543008,0.0380246308499824,0.0221356743734383,-0.040893829440397,0.5932999999999999
-0.0009840597760588,-0.0028084112755765,0.1314245061527059,0.6789436269849182,0.131415134918142,0.678942374671269,0.1301753580276539,0.6773383785538095,0.0046414237133918,-0.0468074585800082,-0.0045196748156595,0.0430423375717324,0.1301753580276539,0.6773383785538095,-0.0045196748156595,0.0430423375717324,0.0046414237133918,-0.0468074585800082,0.5933999999999999
-0.0021212301392329,-0.0028079543185488,0.3457718159295225,0.598947960862777,0.3457625672632299,0.5989498548396173,0.3440620761266165,0.5978233261644047,-0.0137617071826685,-0.0455407226592561,0.0123274612169858,0.0414834472503344,0.3440620761266165,0.5978233261644047,0.0123274612169858,0.0414834472503344,-0.0137617071826685,-0.0455407226592561,0.5934999999999999
-0.0031685365554457,-0.0023728286895612,0.5222505685177043,0.4534466710065462,0.5222424668478802,0.4534514915572808,0.520254821487692,0.452934949322692,-0.0302430626507925,-0.0373094410225276,0.0272878476025812,0.0335965397540317,0.520254821487692,0.452934949322692,0.0272878476025812,0.0335965397540317,-0.0302430626507925,-0.0373094410225276,0.5936
-0.0039677084048032,-0.0015716494958139,0.6416024187188937,0.2584023146831467,0.6415963580042633,0.2584095191662482,0.6395368273259667,0.2585738849952557,-0.0422807839815405,-0.0233998159518163,0.0380900335031819,0.0205858977240214,0.6395368273259667,0.2585738849952557,0.0380900335031819,0.0205858977240214,-0.0422807839815405,-0.0233998159518163,0.5937
-0.0043992377209405,-0.000527827104156,0.6908387757942038,0.0351641172279028,0.6908354213483217,0.0351729011807137,0.68893779919788,0.0360111767030598,-0.0480477085534819,-0.0059627731147498,0.0430933202834306,0.004428309953421,0.68893779919788,0.0360111767030598,0.0430933202834306,0.004428309953421,-0.0480477085534819,-0.0059627731147498,0.5938
-0.0044001527590328,0.0005996122063291,0.6646442584228771,-0.1918740006547415,0.6646439742746246,-0.1918646138160963,0.6631294550041383,-0.1904429810169686,-0.0466861606588347,0.0123224566372093,0.0415328841350315,-0.0124233845967554,0.6631294550041383,-0.1904429810169686,0.0415328841350315,-0.0124233845967554,-0.0466861606588347,0.0123224566372093,0.5939
-0.0039730399804891,0.0016404351103679,0.5659394756053617,-0.3979404750102968,0.5659422852920918,-0.3979315256425157,0.5649868487936589,-0.3960915879026981,-0.0384313204746296,0.0286617155890135,0.0336359000540416,-0.0274073706661057,0.5649868487936589,-0.3960915879026981,0.0336359000540416,-0.0274073706661057,-0.0384313204746296,0.0286617155890135,0.594
-0.0031850302602948,0.0024390765112742,0.4055449050692915,-0.5605866533745676,0.4055504900611023,-0.5605791305631275,0.4052588489284647,-0.5585372104475593,-0.0245669466747931,0.04057207739886,0.0205910946228152,-0.0382379463701426,0.4052588489284647,-0.5585372104475593,0.0205910946228152,-0.0382379463701426,-0.0245669466747931,0.04057207739886,0.5941
-0.0021570049406738,0.0028780353733475,0.2009855886233857,-0.6621268887175596,0.200993324461714,-0.6621216212073657,0.2013859360208249,-0.6601130639737346,-0.0072228533483764,0.0462562513401999,0.0043743564611759,-0.0432525757741637,0.2013859360208249,-0.6601130639737346,0.0043743564611759,-0.0432525757741637,-0.0072228533483764,0.0462562513401999,0.5942
-0.0010447607043057,0.0028952642612487,-0.0254304705432052,-0.6915536928607092,-0.0254214444552296,-0.6915512579531174,-0.0244058732337187,-0.6897970803750979,0.0109531210440275,0.0448698696149789,-0.0125462386097899,-0.0416687632867973,-0.0244058732337187,-0.6897970803750979,-0.0125462386097899,-0.0416687632867973,0.0109531210440275,0.0448698696149789,0.5942999999999999
-1.5074741709662252e-05,0.0024929755850424,-0.2490489650329104,-0.6457214806666522,-0.2490396497436877,-0.6457221410886839,-0.2475285854697791,-0.6444022145997899,0.0271980618690759,0.036643211377909,-0.027584003155836,-0.0337101291018103,-0.2475285854697791,-0.6444022145997899,-0.027584003155836,-0.0337101291018103,0.0271980618690759,0.036643211377909,0.5943999999999999
0.0007796457093748,0.0017366179289511,-0.4455545966301959,-0.5296725940292143,-0.4455460226625078,-0.5296762696938822,-0.4437104444542997,-0.5289135899740287,0.0390511271657377,0.0228409027670175,-0.0384302516820225,-0.0205794270178909,-0.4437104444542997,-0.5289135899740287,-0.0384302516820225,-0.0205794270178909,0.0390511271657377,0.0228409027670175,0.5944999999999999
0.0012242699859514,0.0007442806615905,-0.5936125812571779,-0.3560728573212017,-0.5936056946182569,-0.3560791350376254,-0.5916371847461538,-0.3559352996733919,0.0447229116545901,0.0055670137505478,-0.0434126335431808,-0.0042793571527761,-0.5916371847461538,-0.3559352996733919,-0.0434126335431808,-0.0042793571527761,0.0447229116545901,0.0055670137505478,0.5946
0.0012579593350196,-0.0003317658908541,-0.6771796415836808,-0.1438207069723767,-0.6771751993915877,-0.1438288869741057,-0.6752675825628733,-0.14430715968848,0.0433626027392803,-0.012554539487178,-0.0417578044733981,0.0126935232381231,-0.6752675825628733,-0.14430715968848,-0.0417578044733981,0.0126935232381231,0.0433626027392803,-0.012554539487178,0.5947
0.0008827738611607,-0.0013285132387407,-0.6872346565104634,0.0840165617650156,-0.6872331437563426,0.0840073876932858,-0.6855697219553819,0.0829564447132424,0.0351837637306304,-0.0287763362633378,-0.0337149386710359,0.0277349594874577,-0.6855697219553819,0.0829564447132424,-0.0337149386710359,0.0277349594874577,0.0351837637306304,-0.0287763362633378,0.5948
0.0001626556926852,-0.0020970347288838,-0.6227430164306412,0.3027133925933819,-0.6227445930803273,0.3027042401096214,-0.6214885378553957,0.3011781440628212,0.0214304112311855,-0.0406414723984789,-0.0205186267160852,0.0385380298447495,-0.6214885378553957,0.3011781440628212,-0.0205186267160852,0.0385380298447495,0.0214304112311855,-0.0406414723984789,0.5949
-0.0007869556350242,-0.0025249072834494,-0.4907525660880348,0.4885697179700877,-0.4907570503123254,0.4885615975384215,-0.490041112534872,0.4867025749478252,0.0041885654145937,-0.0463536044495646,-0.004196208001996,0.0434517859785891,-0.490041112534872,0.4867025749478252,-0.004196208001996,0.0434517859785891,0.0041885654145937,-0.0463536044495646,0.595
-0.0018172035334268,-0.0025528635282809,-0.3056135838997568,0.6214764413525685,-0.3056204732130672,0.6214702465121563,-0.305533584250922,0.6194600582431634,-0.0139286858917971,-0.0450477498695556,0.0127493586196268,0.0417356464422887,-0.305533584250922,0.6194600582431634,0.0127493586196268,0.0417356464422887,-0.0139286858917971,-0.0450477498695556,0.5951
-0.0027687715264189,-0.0021832128228037,-0.0874101969486406,0.6870852109885445,-0.0874187247978068,0.6870816199230824,-0.0879905219577292,0.6851302144069641,-0.0301756799139675,-0.0369211317607435,0.0277293615182572,0.0336693002797383,-0.0879905219577292,0.6851302144069641,0.0277293615182572,0.0336693002797383,-0.0301756799139675,-0.0369211317607435,0.5952
-0.0034961908313945,-0.0014788414641797,0.1402243592388249,0.6783490244774613,0.1402151378293495,0.6783484257775974,0.139027247595539,0.6766736662877623,-0.0420892101174182,-0.023204053567688,0.03846888588818,0.0205022912705159,0.139027247595539,0.6766736662877623,0.03846888588818,0.0205022912705159,-0.0420892101174182,-0.023204053567688,0.5952999999999999
